work_id,openalex_url,doi,title,publication_year,publication_date,work_type,crossref_type,language,cited_by_count,fwci,cited_by_percentile_year_min,cited_by_percentile_year_max,referenced_works_count,locations_count,is_retracted,is_paratext,is_open_access,open_access_status,open_access_url,any_repository_has_fulltext,primary_source_id,primary_source_name,primary_source_type,primary_source_issn_l,primary_source_publisher,primary_landing_page_url,primary_pdf_url,primary_license,primary_version,primary_is_oa,primary_topic_id,primary_topic_name,primary_subfield_name,primary_field_name,primary_domain_name,author_count,institution_count,country_count,country_codes,first_author_name,last_author_name,matched_query_terms,matched_query_count,retrieval_modes,frontier_ai_relevance_score
W4394745253,https://openalex.org/W4394745253,https://doi.org/10.1145/3597503.3639183,Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),2024,2024-04-12,article,,en,68,22.5172,99.0,100.0,36,1,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3597503.3639183,,,,,,,https://doi.org/10.1145/3597503.3639183,https://dl.acm.org/doi/pdf/10.1145/3597503.3639183,cc-by,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,4,4,3,CA|GB|US,Toufique Ahmed,Earl T. Barr,prompt engineering,1,top_cited,1
W4399682187,https://openalex.org/W4399682187,https://doi.org/10.1007/s10639-024-12819-4,"Teaching EFL students to write with ChatGPT: Students' motivation to learn, cognitive load, and satisfaction with the learning process",2024,2024-06-14,article,,en,68,22.5172,98.0,100.0,58,1,False,False,False,closed,,False,S166722454,Education and Information Technologies,journal,1360-2357,Springer Science+Business Media,https://doi.org/10.1007/s10639-024-12819-4,,,publishedVersion,False,T11902,Intelligent Tutoring Systems and Adaptive Learning,Artificial Intelligence,Computer Science,Physical Sciences,4,2,1,HK,David James Woo,Hengky Susanto,prompt engineering,1,top_cited,2
W4404280355,https://openalex.org/W4404280355,https://doi.org/10.1016/j.autcon.2024.105846,Performance comparison of retrieval-augmented generation and fine-tuned large language models for construction safety management knowledge retrieval,2024,2024-11-12,article,,en,67,28.9174,90.0,100.0,40,1,False,False,False,closed,,False,S172073041,Automation in Construction,journal,0926-5805,Elsevier BV,https://doi.org/10.1016/j.autcon.2024.105846,,,publishedVersion,False,T10809,Occupational Health and Safety Research,Radiological and Ultrasound Technology,Health Professions,Health Sciences,4,2,2,CA|KR,Jungwon Lee,Dongkyun Kim,retrieval augmented generation,1,top_cited,2
W4405695223,https://openalex.org/W4405695223,https://doi.org/10.1016/j.inffus.2024.102888,A comprehensive survey of large language models and multimodal large language models in medicine,2024,2024-12-23,article,,en,67,22.1861,99.0,100.0,262,1,False,False,False,closed,,False,S7560371,Information Fusion,journal,1566-2535,Elsevier BV,https://doi.org/10.1016/j.inffus.2024.102888,,,publishedVersion,False,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,7,1,1,CN,Hanguang Xiao,Xiaoxuan Huang,multimodal large language model,1,top_cited,3
W4399738410,https://openalex.org/W4399738410,https://doi.org/10.1056/aioa2400181,Retrieval-Augmented Generation–Enabled GPT-4 for Clinical Trial Screening,2024,2024-06-17,article,,en,66,21.7846,99.0,100.0,21,1,False,False,True,bronze,https://ai.nejm.org/doi/pdf/10.1056/AIoa2400181,False,S4389157821,NEJM AI,journal,2836-9386,,https://doi.org/10.1056/aioa2400181,https://ai.nejm.org/doi/pdf/10.1056/AIoa2400181,,publishedVersion,True,T13702,Machine Learning in Healthcare,Artificial Intelligence,Computer Science,Physical Sciences,11,3,1,US,Ozan Ünlü,Samuel Aronson,retrieval augmented generation,1,top_cited,1
W4396827139,https://openalex.org/W4396827139,https://doi.org/10.1145/3613904.3641989,Unlock Life with a Chat(GPT): Integrating Conversational AI with Large Language Models into Everyday Lives of Autistic Individuals,2024,2024-05-11,article,,en,66,21.4796,99.0,100.0,73,2,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3613904.3641989,True,,,,,,https://doi.org/10.1145/3613904.3641989,https://dl.acm.org/doi/pdf/10.1145/3613904.3641989,cc-by,publishedVersion,True,T10106,Autism Spectrum Disorder Research,Cognitive Neuroscience,Neuroscience,Life Sciences,7,5,2,FI|KR,Dasom Choi,Hwajung Hong,large language model agent,1,top_cited,4
W4401075978,https://openalex.org/W4401075978,https://doi.org/10.3390/electronics13152961,Prompt Engineering in Healthcare,2024,2024-07-26,article,,en,66,7.5693,98.0,100.0,21,1,False,False,True,gold,https://www.mdpi.com/2079-9292/13/15/2961/pdf?version=1722009025,False,S4210202905,Electronics,journal,2079-9292,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/electronics13152961,https://www.mdpi.com/2079-9292/13/15/2961/pdf?version=1722009025,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,3,2,1,US,Rajvardhan Patil,Vijay Bhuse,prompt engineering,1,top_cited,1
W4402753899,https://openalex.org/W4402753899,https://doi.org/10.1109/cvpr52733.2024.01237,Alpha-CLIP: A CLIP Model Focusing on Wherever you Want,2024,2024-06-16,article,,en,65,16.0845,99.0,100.0,67,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52733.2024.01237,,,publishedVersion,False,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,9,6,2,CN|MO,Zeyi Sun,Jiaqi Wang,multimodal large language model,1,top_cited,1
W4400582844,https://openalex.org/W4400582844,https://doi.org/10.1145/3643757,CodePlan: Repository-Level Coding using LLMs and Planning,2024,2024-07-12,article,,en,65,29.7064,90.0,100.0,42,1,False,False,True,hybrid,https://doi.org/10.1145/3643757,False,S4404663975,Proceedings of the ACM on software engineering.,journal,2994-970X,Association for Computing Machinery,https://doi.org/10.1145/3643757,,cc-by,publishedVersion,True,T10743,Software Testing and Debugging Techniques,Software,Computer Science,Physical Sciences,9,1,1,IN,Ramakrishna Bairi,Shashank Shet,prompt engineering,1,top_cited,1
W4402670423,https://openalex.org/W4402670423,https://doi.org/10.18653/v1/2024.findings-acl.267,The Good and The Bad: Exploring Privacy Issues in Retrieval-Augmented Generation (RAG),2024,2024-01-01,article,,en,64,68.6158,94.0,100.0,0,1,False,False,True,gold,https://aclanthology.org/2024.findings-acl.267.pdf,,,,,,,https://doi.org/10.18653/v1/2024.findings-acl.267,https://aclanthology.org/2024.findings-acl.267.pdf,cc-by,publishedVersion,True,T11045,"Privacy, Security, and Data Protection",Sociology and Political Science,Social Sciences,Social Sciences,11,0,0,,Shenglai Zeng,Jiliang Tang,retrieval augmented generation,1,top_cited,1
W4391482140,https://openalex.org/W4391482140,https://doi.org/10.1016/j.heliyon.2024.e25361,The implementation of the cognitive theory of multimedia learning in the design and evaluation of an AI educational video assistant utilizing large language models,2024,2024-02-01,article,,en,64,30.7308,99.0,100.0,70,4,False,False,True,gold,http://www.cell.com/article/S2405844024013926/pdf,True,S2898612692,Heliyon,journal,2405-8440,Elsevier BV,https://doi.org/10.1016/j.heliyon.2024.e25361,http://www.cell.com/article/S2405844024013926/pdf,cc-by-nc-nd,publishedVersion,True,T11516,Visual and Cognitive Learning Processes,Experimental and Cognitive Psychology,Psychology,Social Sciences,3,1,1,SA,Rana AlShaikh,Maida Almasre,multimodal large language model,1,top_cited,2
W4393145940,https://openalex.org/W4393145940,https://doi.org/10.1609/aaai.v38i21.30383,GPT4MTS: Prompt-based Large Language Model for Multimodal Time-series Forecasting,2024,2024-03-24,article,,en,64,9.2937,99.0,100.0,54,1,False,False,True,diamond,https://ojs.aaai.org/index.php/AAAI/article/download/30383/32447,False,S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,conference,2159-5399,Association for the Advancement of Artificial Intelligence,https://doi.org/10.1609/aaai.v38i21.30383,https://ojs.aaai.org/index.php/AAAI/article/download/30383/32447,,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,5,2,1,US,Furong Jia,Yan Liu,multimodal large language model,1,top_cited,4
W4399320026,https://openalex.org/W4399320026,https://doi.org/10.1073/pnas.2317967121,Deception abilities emerged in large language models,2024,2024-06-04,article,,en,64,21.1927,99.0,100.0,59,3,False,False,True,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2317967121,True,S125754415,Proceedings of the National Academy of Sciences,journal,0027-8424,National Academy of Sciences,https://doi.org/10.1073/pnas.2317967121,https://www.pnas.org/doi/pdf/10.1073/pnas.2317967121,cc-by-nc-nd,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,DE,Thilo Hagendorff,Thilo Hagendorff,large language model agent,1,top_cited,2
W4401953966,https://openalex.org/W4401953966,https://doi.org/10.3390/jcm13175101,Large Language Model Prompting Techniques for Advancement in Clinical Medicine,2024,2024-08-28,review,,en,64,7.3399,90.0,100.0,42,4,False,False,True,gold,https://www.mdpi.com/2077-0383/13/17/5101/pdf?version=1724839816,True,S2737969411,Journal of Clinical Medicine,journal,2077-0383,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/jcm13175101,https://www.mdpi.com/2077-0383/13/17/5101/pdf?version=1724839816,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,7,1,1,US,Krish Shah,Alan H. Daniels,prompt engineering,1,top_cited,2
W4393284236,https://openalex.org/W4393284236,https://doi.org/10.1109/access.2024.3415470,Generation of Asset Administration Shell With Large Language Model Agents: Toward Semantic Interoperability in Digital Twins in the Context of Industry 4.0,2024,2024-01-01,preprint,,en,63,20.9829,98.0,100.0,34,3,False,False,True,gold,https://doi.org/10.1109/access.2024.3415470,True,S2485537415,IEEE Access,journal,2169-3536,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/access.2024.3415470,,cc-by,publishedVersion,True,T10763,Digital Transformation in Industry,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,4,1,1,DE,Yuchen Xia,Michael Weyrich,large language model agent|retrieval augmented generation,2,top_cited,2
W4402670262,https://openalex.org/W4402670262,https://doi.org/10.18653/v1/2024.findings-acl.807,The Revolution of Multimodal Large Language Models: A Survey,2024,2024-01-01,article,,en,63,20.8908,98.0,100.0,0,1,False,False,True,gold,https://aclanthology.org/2024.findings-acl.807.pdf,,,,,,,https://doi.org/10.18653/v1/2024.findings-acl.807,https://aclanthology.org/2024.findings-acl.807.pdf,cc-by,publishedVersion,True,T10181,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,9,0,0,,Davide Caffagni,Rita Cucchiara,multimodal large language model,1,top_cited,3
W4401415431,https://openalex.org/W4401415431,https://doi.org/10.1109/icra57147.2024.10610676,Scalable Multi-Robot Collaboration with Large Language Models: Centralized or Decentralized Systems?,2024,2024-05-13,article,,en,63,14.9733,99.0,100.0,51,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/icra57147.2024.10610676,,,publishedVersion,False,T10586,Robotic Path Planning Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,5,2,1,US,Yongchao Chen,Chuchu Fan,large language model agent,1,top_cited,2
W4396758918,https://openalex.org/W4396758918,https://doi.org/10.1016/j.jmsy.2024.04.030,LLM enabled generative collaborative design in a mixed reality environment,2024,2024-05-08,article,,en,62,20.9652,98.0,100.0,70,1,False,False,False,closed,,False,S201698446,Journal of Manufacturing Systems,journal,0278-6125,Elsevier BV,https://doi.org/10.1016/j.jmsy.2024.04.030,,,publishedVersion,False,T11159,Manufacturing Process and Optimization,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,5,4,2,CN|HK,Shengyang Xu,Chunyang Yu,multimodal large language model,1,top_cited,1
W4401615828,https://openalex.org/W4401615828,https://doi.org/10.32604/cmc.2024.052618,Evolution and Prospects of Foundation Models: From Large Language Models to Large Multimodal Models,2024,2024-01-01,article,,en,62,20.6959,90.0,100.0,283,1,False,False,True,diamond,https://cdn.techscience.press/files/cmc/2024/TSP_CMC-80-2/TSP_CMC_52618/TSP_CMC_52618.pdf,False,S4210191605,"Computers, materials & continua/Computers, materials & continua (Print)",journal,1546-2218,,https://doi.org/10.32604/cmc.2024.052618,https://cdn.techscience.press/files/cmc/2024/TSP_CMC-80-2/TSP_CMC_52618/TSP_CMC_52618.pdf,cc-by,publishedVersion,True,T10181,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,8,0,0,,Zheyi Chen,Hailin Feng,multimodal large language model,1,top_cited,4
W4391655051,https://openalex.org/W4391655051,https://doi.org/10.1037/xge0001547,Do large language models show decision heuristics similar to humans? A case study using GPT-3.5.,2024,2024-02-08,article,,en,62,6.9959,90.0,100.0,0,2,False,False,False,closed,,False,S62013203,Journal of Experimental Psychology General,journal,0096-3445,American Psychological Association,https://doi.org/10.1037/xge0001547,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,4,1,1,US,Gaurav Suri,Morgan Nguyen,large language model agent,1,top_cited,3
W4400228202,https://openalex.org/W4400228202,https://doi.org/10.23919/jcin.2024.10582827,WirelessLLM: Empowering Large Language Models Towards Wireless Intelligence,2024,2024-06-01,article,,en,61,20.9465,98.0,100.0,0,2,False,False,False,closed,,False,S4210178728,Journal of Communications and Information Networks,journal,2096-1081,Springer Nature,https://doi.org/10.23919/jcin.2024.10582827,,,publishedVersion,False,T12203,Mobile Agent-Based Network Management,Computer Networks and Communications,Computer Science,Physical Sciences,7,1,1,HK,Jiawei Shao,Jun Zhang,LLM alignment|prompt engineering|retrieval augmented generation,3,top_cited,3
W4401042604,https://openalex.org/W4401042604,https://doi.org/10.18653/v1/2024.findings-naacl.229,PersonaLLM: Investigating the Ability of Large Language Models to Express Personality Traits,2024,2024-01-01,article,,en,61,20.6243,90.0,100.0,0,1,False,False,True,gold,https://aclanthology.org/2024.findings-naacl.229.pdf,,,,,,,https://doi.org/10.18653/v1/2024.findings-naacl.229,https://aclanthology.org/2024.findings-naacl.229.pdf,cc-by,publishedVersion,True,T14074,Persona Design and Applications,Human-Computer Interaction,Computer Science,Physical Sciences,6,0,0,,Hang Jiang,Jad Kabbara,large language model agent,1,top_cited,3
W4395049441,https://openalex.org/W4395049441,https://doi.org/10.1038/s41746-024-01081-0,Augmented non-hallucinating large language models as medical information curators,2024,2024-04-23,article,,en,60,13.3598,99.0,100.0,30,4,False,False,True,gold,https://www.nature.com/articles/s41746-024-01081-0.pdf,True,S4210195431,npj Digital Medicine,journal,2398-6352,Nature Portfolio,https://doi.org/10.1038/s41746-024-01081-0,https://www.nature.com/articles/s41746-024-01081-0.pdf,cc-by,publishedVersion,True,T11710,Biomedical Text Mining and Ontologies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,3,4,2,CL|DE,Stephen Gilbert,Aidan Hogan,retrieval augmented generation,1,top_cited,2
W4396999789,https://openalex.org/W4396999789,https://doi.org/10.1016/j.medp.2024.100030,Large language models illuminate a progressive pathway to artificial intelligent healthcare assistant,2024,2024-05-17,article,,en,60,6.9297,99.0,100.0,133,2,False,False,True,diamond,https://doi.org/10.1016/j.medp.2024.100030,True,S4390963361,Medicine Plus,journal,2950-3477,Elsevier BV,https://doi.org/10.1016/j.medp.2024.100030,,cc-by-nc-nd,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,12,6,2,CN|US,Mingze Yuan,Bin Dong,large language model agent|multimodal large language model,2,top_cited,2
W4402727922,https://openalex.org/W4402727922,https://doi.org/10.1109/cvpr52733.2024.02510,OneLLM: One Framework to Align All Modalities with Language,2024,2024-06-16,article,,en,60,14.3016,99.0,100.0,133,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52733.2024.02510,,,publishedVersion,False,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,9,3,1,CN,Jiaming Han,Xiangyu Yue,LLM alignment|multimodal large language model,2,top_cited,2
W4405021649,https://openalex.org/W4405021649,https://doi.org/10.3389/fmed.2024.1495582,Why we need to be careful with LLMs in medicine,2024,2024-12-04,article,,en,60,6.8685,99.0,100.0,31,4,False,False,True,gold,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2024.1495582/pdf,True,S2597052008,Frontiers in Medicine,journal,2296-858X,Frontiers Media,https://doi.org/10.3389/fmed.2024.1495582,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2024.1495582/pdf,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,1,1,1,CA,Jean‐Christophe Bélisle‐Pipon,Jean‐Christophe Bélisle‐Pipon,LLM alignment,1,top_cited,1
W4392487838,https://openalex.org/W4392487838,https://doi.org/10.1145/3673791.3698415,Fine Tuning vs. Retrieval Augmented Generation for Less Popular Knowledge,2024,2024-12-08,preprint,,en,59,19.4634,99.0,100.0,29,4,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3673791.3698415,True,,,,,,https://doi.org/10.1145/3673791.3698415,https://dl.acm.org/doi/pdf/10.1145/3673791.3698415,cc-by,publishedVersion,True,T10215,Semantic Web and Ontologies,Artificial Intelligence,Computer Science,Physical Sciences,3,3,1,NL,Heydar Soudani,Faegheh Hasibi,retrieval augmented generation,1,top_cited,1
